Title,Year,Genre,Rating,Budget,Lifetime_Revenue
Lone Survivor,2013,"War, Action, Drama",7.5,"$40,000,000.00","$149,295,601.00"
The Cabin in the Woods,2012,"Horror, Mystery",7.0,"$30,000,000.00","$71,038,838.00"
The House Bunny,2008,"Romance, Comedy",5.5,"$25,000,000.00","$70,442,940.00"
She's Out of My League,2010,"Romance, Comedy",6.4,"$20,000,000.00","$49,800,000.00"
Inherent Vice,2014,"Drama, Mystery, Comedy",6.7,"$20,000,000.00","$14,710,975.00"
Alice Through the Looking Glass,2016,"Adventure, Family, Fantasy",6.2,"$170,000,000.00","$299,457,024.00"
The Fast and the Furious: Tokyo Drift,2006,"Action, Crime, Drama, Thriller",6.0,"$85,000,000.00","$158,964,610.00"
How to Be Single,2016,"Comedy, Romance",6.1,"$38,000,000.00","$112,343,513.00"
The Blind Side,2009,Drama,7.7,"$29,000,000.00","$309,200,000.00"
La vie d'Adèle,2013,"Romance, Drama",7.8,"$4,300,000.00","$19,465,835.00"
The Babadook,2014,"Drama, Horror",6.8,"$2,000,000.00","$10,300,000.00"
The Hobbit: The Battle of the Five Armies,2014,"Action, Adventure, Fantasy",7.4,"$250,000,000.00","$956,019,788.00"
Harry Potter and the Order of the Phoenix,2007,"Adventure, Fantasy",7.5,"$150,000,000.00","$938,212,738.00"
Snowpiercer,2013,"Action, Science Fiction, Drama",7.0,"$39,200,000.00","$86,758,912.00"
The 5th Wave,2016,"Science Fiction, Adventure, Action",5.2,"$38,000,000.00","$109,906,372.00"
The Visit,2015,"Horror, Mystery",6.2,"$5,000,000.00","$98,450,062.00"
Fast Five,2011,"Action, Thriller, Crime",7.3,"$125,000,000.00","$626,100,000.00"
Step Up,2006,"Music, Drama, Romance, Crime",6.5,"$12,000,000.00","$114,194,847.00"
RocknRolla,2008,"Action, Crime, Thriller",7.3,"$18,000,000.00","$25,740,863.00"
In Time,2011,"Action, Thriller, Science Fiction",6.7,"$40,000,000.00","$173,900,000.00"
The Social Network,2010,Drama,7.7,"$40,000,000.00","$224,920,315.00"
The Last Witch Hunter,2015,"Fantasy, Action, Adventure, Horror",6.0,"$90,000,000.00","$146,936,910.00"
Victor Frankenstein,2015,"Drama, Science Fiction, Thriller",6.0,"$40,000,000.00","$34,200,000.00"
A Street Cat Named Bob,2016,"Family, Drama",7.4,"$8,000,000.00","$17,900,000.00"
Green Room,2016,"Horror, Crime, Thriller",7.0,"$5,000,000.00","$3,800,000.00"
Blackhat,2015,"Crime, Thriller, Action",5.4,"$70,000,000.00","$17,752,940.00"
Storks,2016,"Adventure, Animation, Comedy, Family",6.9,"$70,000,000.00","$182,379,278.00"
American Sniper,2014,"War, Action",7.3,"$58,800,000.00","$542,300,000.00"
Dallas Buyers Club,2013,"Drama, History",8.0,"$5,000,000.00","$55,736,588.00"
Lincoln,2012,"History, Drama",7.4,"$65,000,000.00","$275,300,000.00"
Rush,2013,"Drama, Action",8.1,"$38,000,000.00","$90,200,000.00"
Silver Linings Playbook,2012,"Drama, Comedy, Romance",7.8,"$21,000,000.00","$236,412,453.00"
The Fault in Our Stars,2014,"Romance, Drama",7.8,"$14,000,000.00","$307,166,834.00"
Blended,2014,"Comedy, Romance",6.5,"$40,000,000.00","$128,000,000.00"
Fast & Furious,2019,"Action, Adventure, Comedy",6.6,"$200,000,000.00","$760,098,996.00"
Looper,2012,"Action, Thriller, Science Fiction",7.4,"$30,000,000.00","$47,042,000.00"
White House Down,2013,"Action, Drama, Thriller",6.4,"$150,000,000.00","$205,366,737.00"
Pete's Dragon,2016,"Adventure, Family, Fantasy",6.8,"$65,000,000.00","$143,695,338.00"
The Three Musketeers,1993,"Action, Adventure, Comedy",5.8,"$30,000,000.00","$111,898,845.00"
Stardust,2007,"Adventure, Fantasy, Romance, Family",7.7,"$70,000,000.00","$137,500,000.00"
American Hustle,2013,"Drama, Crime",7.3,"$40,000,000.00","$251,171,807.00"
Jennifer's Body,2009,"Horror, Comedy",5.1,"$16,000,000.00","$31,556,061.00"
Midnight in Paris,2011,"Fantasy, Comedy, Romance",7.7,"$17,000,000.00","$151,119,219.00"
The Dressmaker,2015,"Drama, Comedy, Western",7.1,"$11,930,000.00","$25,003,426.00"
Café Society,2016,"Comedy, Drama, Romance",6.7,"$30,000,000.00","$43,763,247.00"
Insurgent,2015,"Action, Science Fiction, Thriller",6.3,"$110,000,000.00","$297,002,527.00"
Seventh Son,2014,"Adventure, Fantasy",5.5,"$95,000,000.00","$114,178,613.00"
The Theory of Everything,2014,"Drama, Romance",7.7,"$15,000,000.00","$123,726,688.00"
This Is the End,2013,"Action, Comedy",6.6,"$32,000,000.00","$126,041,322.00"
About Time,2013,"Drama, Romance, Fantasy",7.8,"$12,000,000.00","$87,100,449.00"
Step Brothers,2008,Comedy,6.9,"$65,000,000.00","$128,100,000.00"
Star Trek Into Darkness,2013,"Action, Adventure, Science Fiction",7.8,"$190,000,000.00","$467,381,584.00"
Zombieland,2009,"Comedy, Horror",7.7,"$23,600,000.00","$102,391,540.00"
"Hail, Caesar!",2016,"Comedy, Crime, Mystery",6.3,"$22,000,000.00","$63,647,656.00"
Slumdog Millionaire,2008,"Drama, Romance",8.0,"$15,000,000.00","$378,400,000.00"
The Amazing Spider-Man,2012,"Action, Adventure, Science Fiction",7.0,"$215,000,000.00","$757,930,663.00"
Ben-Hur,1959,"History, Drama, Adventure, Action",5.7,"$15,000,000.00","$164,000,000.00"
Sleight,2016,"Drama, Thriller, Action, Science Fiction",6.0,"$250,000.00","$3,914,430.00"
The Maze Runner,2014,"Action, Mystery, Science Fiction, Thriller",6.8,"$34,000,000.00","$348,319,861.00"
Criminal,2016,"Action, Crime, Science Fiction",6.3,"$31,500,000.00","$14,708,696.00"
Wanted,2008,"Action, Thriller, Crime",6.7,"$75,000,000.00","$342,463,063.00"
Florence Foster Jenkins,2016,"Comedy, Drama",6.9,"$29,000,000.00","$48,902,953.00"
Collide,2016,"Thriller, Action",5.7,"$21,500,000.00","$6,817,535.00"
Black Mass,2015,"Drama, Crime, History",6.9,"$53,000,000.00","$99,975,678.00"
Creed,2015,"Action, Drama",7.6,"$37,000,000.00","$173,600,000.00"
Swiss Army Man,2016,"Comedy, Drama, Romance, Fantasy, Adventure",7.1,"$3,000,000.00","$5,800,000.00"
The Expendables 3,2014,"Action, Adventure, Thriller",6.1,"$95,000,000.00","$214,657,577.00"
What We Do in the Shadows,2014,"Comedy, Horror",7.6,"$1,600,000.00","$6,300,000.00"
Southpaw,2015,"Action, Drama",7.4,"$30,000,000.00","$91,709,827.00"
Hush,1998,"Drama, Thriller",6.6,"$21,000,000.00","$13,583,690.00"
Bridge of Spies,2015,"Thriller, Drama",7.6,"$40,000,000.00","$165,478,348.00"
The Lego Movie,2014,"Animation, Family, Adventure, Comedy, Fantasy",7.8,"$60,000,000.00","$470,759,687.00"
Everest,2015,"Adventure, Drama, History",7.1,"$55,000,000.00","$203,427,584.00"
Pixels,2015,"Action, Comedy, Science Fiction",5.6,"$88,000,000.00","$244,900,000.00"
Robin Hood,2010,"Action, Adventure, History",6.7,"$200,000,000.00","$321,669,741.00"
The Wolverine,2013,"Action, Science Fiction, Adventure",6.7,"$120,000,000.00","$415,440,673.00"
John Carter,2012,"Action, Adventure, Science Fiction",6.6,"$250,000,000.00","$284,100,000.00"
Keanu,2016,"Action, Comedy, Crime",6.3,"$15,000,000.00","$20,609,977.00"
The Gunman,2015,"Action, Drama, Crime",5.8,"$40,000,000.00","$13,644,292.00"
Steve Jobs,2015,"Drama, History",7.2,"$30,000,000.00","$34,400,000.00"
The Age of Adaline,2015,"Romance, Fantasy, Drama",7.2,"$25,000,000.00","$65,663,276.00"
The Incredible Hulk,2008,"Science Fiction, Action, Adventure",6.8,"$150,000,000.00","$264,770,996.00"
Couples Retreat,2009,"Comedy, Romance",5.5,"$70,000,000.00","$171,844,840.00"
Magic Mike,2012,"Drama, Comedy",6.1,"$7,000,000.00","$167,200,000.00"
Minions,2015,"Family, Animation, Adventure, Comedy",6.4,"$74,000,000.00","$1,159,457,503.00"
Bronson,2009,"Drama, Action, Crime",7.1,"$230,000.00","$2,300,000.00"
Despicable Me,2024,"Animation, Family, Comedy, Action",7.7,"$100,000,000.00","$969,264,325.00"
The Best of Me,2014,"Drama, Romance",6.7,"$26,000,000.00","$35,926,213.00"
The Invitation,2016,"Thriller, Horror",6.7,"$1,000,000.00","$354,835.00"
Zero Dark Thirty,2012,"Thriller, Drama",7.4,"$40,000,000.00","$132,800,000.00"
Tangled,2010,"Animation, Family",7.8,"$260,000,000.00","$592,461,732.00"
Vacation,2015,Comedy,6.1,"$31,000,000.00","$104,400,000.00"
Taken,2008,"Action, Thriller",7.8,"$25,000,000.00","$226,830,568.00"
Pitch Perfect 2,2015,"Comedy, Music",6.5,"$29,000,000.00","$287,144,079.00"
Monsters University,2013,"Animation, Family",7.3,"$200,000,000.00","$743,600,000.00"
Elle,2016,"Drama, Thriller",7.2,"$9,804,690.00","$2,341,534.00"
Mechanic: Resurrection,2016,"Action, Crime, Thriller",5.6,"$40,000,000.00","$125,729,635.00"
Tusk,2014,"Comedy, Horror",5.4,"$3,000,000.00","$1,882,074.00"
Atonement,2007,"Drama, Romance",7.8,"$30,000,000.00","$131,016,624.00"
Shame,2011,Drama,7.2,"$6,500,000.00","$3,909,002.00"
Hanna,2011,"Action, Thriller, Adventure",6.8,"$30,000,000.00","$63,782,078.00"
Pride and Prejudice and Zombies,2016,"Romance, Horror, Comedy, Thriller",5.8,"$28,000,000.00","$16,457,494.00"
London Has Fallen,2016,"Action, Thriller",5.9,"$60,000,000.00","$205,754,447.00"
The Curious Case of Benjamin Button,2008,"Drama, Fantasy, Romance",7.8,"$150,000,000.00","$335,800,000.00"
Sin City: A Dame to Kill For,2014,"Crime, Action, Thriller",6.5,"$65,000,000.00","$39,400,000.00"
The Bourne Ultimatum,2007,"Action, Drama, Mystery, Thriller",8.1,"$70,000,000.00","$442,824,138.00"
The Purge: Election Year,2016,"Action, Horror, Thriller",6.0,"$10,000,000.00","$118,587,880.00"
3 Idiots,2009,"Drama, Comedy",8.4,"$9,000,000.00","$70,000,000.00"
Zoolander 2,2016,"Comedy, Adventure, Action",4.7,"$50,000,000.00","$56,722,693.00"
World War Z,2013,"Action, Horror, Science Fiction, Thriller",7.0,"$200,000,000.00","$531,865,000.00"
Mission: Impossible - Ghost Protocol,2011,"Action, Thriller, Adventure",7.4,"$145,000,000.00","$694,713,380.00"
Filth,2013,"Crime, Drama, Comedy",7.1,"$5,000,000.00","$9,114,264.00"
The Longest Ride,2015,"Drama, Romance",7.1,"$34,000,000.00","$63,013,281.00"
Kick-Ass 2,2013,"Action, Adventure, Crime",6.6,"$28,000,000.00","$60,700,000.00"
Oz the Great and Powerful,2013,"Fantasy, Adventure, Family",6.3,"$200,000,000.00","$491,868,548.00"
Brooklyn,2015,"Romance, Drama, History",7.5,"$11,000,000.00","$62,076,141.00"
Coraline,2009,"Animation, Family, Fantasy",7.7,"$60,000,000.00","$185,860,104.00"
Blue Valentine,2010,"Drama, Romance",7.4,"$1,000,000.00","$15,440,333.00"
Silent Hill,2006,"Horror, Mystery",6.6,"$50,000,000.00","$100,605,135.00"
Dredd,2012,"Action, Science Fiction",7.1,"$50,000,000.00","$41,037,742.00"
Hunt for the Wilderpeople,2016,"Adventure, Comedy, Drama",7.9,"$2,500,000.00","$23,900,000.00"
Carrie,1976,"Horror, Thriller",5.9,"$1,800,000.00","$33,800,000.00"
Demolition,2016,"Comedy, Drama",7.0,"$10,000,000.00","$4,366,460.00"
Pandorum,2009,"Action, Horror, Mystery, Science Fiction, Thriller",6.8,"$33,000,000.00","$20,648,328.00"
Olympus Has Fallen,2013,"Action, Thriller",6.5,"$70,000,000.00","$170,270,201.00"
I Am Number Four,2011,"Action, Thriller, Science Fiction, Adventure",6.1,"$50,000,000.00","$149,900,000.00"
Jagten,2012,Drama,8.3,"$3,800,000.00","$18,300,000.00"
The Proposal,2009,"Comedy, Romance, Drama",6.7,"$40,000,000.00","$317,400,000.00"
Get Hard,2015,Comedy,6.0,"$40,000,000.00","$111,800,000.00"
Just Go with It,2011,"Comedy, Romance",6.4,"$80,000,000.00","$214,945,591.00"
Revolutionary Road,2008,"Drama, Romance",7.3,"$35,000,000.00","$76,000,000.00"
The Town,2010,"Crime, Drama, Thriller",7.6,"$37,000,000.00","$154,026,136.00"
The Boy,2016,"Horror, Mystery, Thriller",6.0,"$10,000,000.00","$73,929,392.00"
Denial,2016,"Drama, History",6.6,"$10,000,000.00","$4,100,000.00"
Predestination,2014,"Science Fiction, Thriller",7.5,"$5,500,000.00","$4,942,449.00"
Goosebumps,2015,"Adventure, Horror, Comedy",6.3,"$58,000,000.00","$158,261,424.00"
Sherlock Holmes: A Game of Shadows,2011,"Adventure, Action, Crime, Mystery",7.5,"$125,000,000.00","$334,615,000.00"
Salt,2010,"Action, Mystery, Thriller",6.4,"$110,000,000.00","$293,329,073.00"
The Other Guys,2010,"Action, Comedy, Crime",6.7,"$100,000,000.00","$170,432,927.00"
American Gangster,2007,"Drama, Crime",7.8,"$100,000,000.00","$266,500,000.00"
Marie Antoinette,2006,"Drama, History",6.4,"$40,000,000.00","$60,917,189.00"
Harry Potter and the Half-Blood Prince,2009,"Adventure, Fantasy",7.5,"$250,000,000.00","$933,959,197.00"
Argo,2012,"Drama, Thriller",7.7,"$44,500,000.00","$232,300,000.00"
Eddie the Eagle,2016,"Comedy, Drama, History, Adventure",7.4,"$23,000,000.00","$46,152,411.00"
The Lives of Others,2006,"Drama, Thriller",8.5,"$2,000,000.00","$70,000,000.00"
Forgetting Sarah Marshall,2008,"Comedy, Romance, Drama",7.2,"$30,000,000.00","$105,173,115.00"
The Giver,2014,"Drama, Science Fiction",6.5,"$25,000,000.00","$66,980,456.00"
Triple 9,2016,"Action, Crime, Adventure, Thriller",6.3,"$20,000,000.00","$12,600,000.00"
Angry Birds,2016,"Animation, Adventure, Comedy, Family",6.3,"$73,000,000.00","$349,779,543.00"
Moonrise Kingdom,2012,"Comedy, Drama, Romance",7.8,"$16,000,000.00","$68,263,166.00"
Hairspray,2007,"Comedy, Romance, Drama",6.7,"$75,000,000.00","$90,450,008.00"
Safe Haven,2013,"Romance, Thriller",6.7,"$28,000,000.00","$97,600,000.00"
Focus,2015,"Romance, Comedy, Crime",6.6,"$50,100,000.00","$153,962,963.00"
Ratatouille,2007,"Animation, Comedy, Family, Fantasy",8.0,"$150,000,000.00","$623,726,000.00"
Stake Land,2010,"Drama, Horror, Science Fiction",6.5,"$650,000.00","$33,245.00"
The Book of Eli,2010,"Action, Thriller, Science Fiction",6.9,"$80,000,000.00","$157,107,755.00"
Cloverfield,2008,"Action, Thriller, Science Fiction",7.0,"$25,000,000.00","$170,764,026.00"
Point Break,2015,"Action, Adventure, Crime, Thriller",5.3,"$105,000,000.00","$133,782,481.00"
Under the Skin,2014,"Thriller, Science Fiction, Drama",6.3,"$13,300,000.00","$5,735,963.00"
I Am Legend,2007,"Drama, Science Fiction, Thriller",7.2,"$150,000,000.00","$585,410,052.00"
Law Abiding Citizen,2009,"Drama, Crime, Thriller",7.4,"$53,000,000.00","$127,900,000.00"
Up,2009,"Animation, Comedy, Family, Adventure",8.3,"$175,000,000.00","$735,099,082.00"
Maze Runner: The Scorch Trials,2015,"Science Fiction, Action, Thriller, Adventure",6.3,"$61,000,000.00","$312,296,056.00"
Carol,2015,"Romance, Drama",7.2,"$11,800,000.00","$40,272,135.00"
Youth,2015,"Comedy, Drama",7.3,"$13,360,000.00","$2,000,000.00"
Mr. Nobody,2009,"Science Fiction, Drama, Romance",7.9,"$47,000,000.00","$2,331,721.00"
Savages,2012,"Crime, Drama, Thriller",6.5,"$45,000,000.00","$82,966,152.00"
(500) Days of Summer,2009,"Comedy, Drama, Romance",7.7,"$7,500,000.00","$60,781,545.00"
Gravity,2013,"Science Fiction, Thriller, Drama",7.8,"$105,000,000.00","$723,192,705.00"
The Boy in the Striped Pyjamas,2008,"Drama, War, History",7.8,"$12,500,000.00","$20,416,563.00"
Shooter,2007,"Drama, Action, Thriller",7.2,"$61,000,000.00","$95,700,000.00"
The Happening,2008,"Thriller, Science Fiction",5.0,"$60,000,000.00","$163,403,799.00"
Bone Tomahawk,2015,"Western, Horror, Drama",7.1,"$1,800,000.00","$475,846.00"
Magic Mike XXL,2015,"Comedy, Drama",5.7,"$14,800,000.00","$117,800,000.00"
Easy A,2010,Comedy,7.1,"$8,000,000.00","$75,026,327.00"
Exodus: Gods and Kings,2014,"Adventure, Drama, Action",6.0,"$140,000,000.00","$268,031,828.00"
Chappie,2015,"Crime, Action, Science Fiction",6.9,"$49,000,000.00","$104,399,548.00"
The Hobbit: The Desolation of Smaug,2013,"Fantasy, Adventure, Action",7.9,"$250,000,000.00","$958,400,000.00"
The Counselor,2013,"Thriller, Crime, Drama",5.3,"$25,000,000.00","$71,009,334.00"
Whiskey Tango Foxtrot,2016,"Comedy, Drama, War",6.6,"$35,000,000.00","$48,000,000.00"
Trust,2010,"Crime, Drama, Thriller",7.0,"$9,500,000.00","$120,000.00"
Birth of the Dragon,2017,"Action, Drama",3.9,"$31,000,000.00","$7,125,027.00"
Elysium,2013,"Science Fiction, Action, Drama, Thriller",6.6,"$115,000,000.00","$286,140,700.00"
The Green Inferno,2013,"Adventure, Horror",5.4,"$5,000,000.00","$12,666,449.00"
Godzilla,2014,"Action, Drama, Science Fiction",6.4,"$160,000,000.00","$524,978,362.00"
The Bourne Legacy,2012,"Action, Thriller",6.7,"$130,000,000.00","$276,600,000.00"
A Good Year,2006,"Comedy, Drama, Romance",6.9,"$35,000,000.00","$42,064,105.00"
Friend Request,2016,"Horror, Thriller",5.4,"$9,900,000.00","$10,975,390.00"
Deja Vu,2006,"Action, Thriller, Science Fiction",7.0,"$75,000,000.00","$180,557,550.00"
Lucy,2014,"Action, Science Fiction",6.4,"$40,000,000.00","$458,863,600.00"
A Quiet Passion,2016,Drama,7.2,"$8,138,338.00","$1,864,266.00"
Need for Speed,2014,"Action, Crime, Drama, Thriller",6.5,"$66,000,000.00","$203,277,636.00"
Jack Reacher,2012,"Crime, Drama, Thriller, Action",7.0,"$60,000,000.00","$218,300,000.00"
American Pastoral,2016,"Crime, Drama",6.1,"$10,000,000.00","$1,715,728.00"
The Ghost Writer,2010,"Thriller, Mystery",7.2,"$45,000,000.00","$60,300,000.00"
Limitless,2011,"Thriller, Mystery, Science Fiction",7.4,"$27,000,000.00","$161,900,000.00"
P.S. I Love You,2007,"Drama, Romance",7.1,"$30,000,000.00","$156,835,339.00"
Midnight Special,2016,"Adventure, Drama, Science Fiction",6.7,"$18,000,000.00","$7,112,282.00"
Alice in Wonderland,2010,"Family, Fantasy, Adventure",6.5,"$200,000,000.00","$1,025,467,110.00"
The Break-Up,2006,"Romance, Comedy",5.8,"$52,000,000.00","$205,700,000.00"
Loving,2016,"Drama, Romance",7.1,"$9,000,000.00","$8,996,802.00"
Fantastic Four,2005,"Action, Fantasy, Science Fiction",4.3,"$100,000,000.00","$333,535,934.00"
Colonia,2015,"Drama, History",7.1,"$14,000,000.00","$3,621,046.00"
The Boy Next Door,2015,Thriller,4.6,"$4,000,000.00","$52,425,855.00"
The Gift,2000,"Horror, Drama, Thriller, Mystery",7.1,"$10,000,000.00","$12,008,642.00"
Dracula Untold,2014,"Horror, Action, Fantasy",6.3,"$70,000,000.00","$217,124,280.00"
In the Heart of the Sea,2015,"Thriller, Drama, Adventure, Action, History",6.9,"$100,000,000.00","$93,900,000.00"
Idiocracy,2006,"Comedy, Science Fiction, Adventure",6.6,"$30,000,000.00","$495,303.00"
The Expendables,2010,"Thriller, Adventure, Action",6.5,"$80,000,000.00","$274,470,394.00"
Evil Dead,2013,Horror,6.5,"$17,000,000.00","$97,542,952.00"
Sinister,2012,"Horror, Thriller, Mystery",6.8,"$3,000,000.00","$82,515,113.00"
Wreck-It Ralph,2012,"Family, Animation, Comedy, Adventure",7.8,"$165,000,000.00","$471,222,889.00"
Snow White and the Huntsman,2012,"Adventure, Fantasy, Drama",6.1,"$170,000,000.00","$396,600,000.00"
Pan,2015,"Fantasy, Adventure, Family, Action",5.8,"$150,000,000.00","$128,388,320.00"
Transformers: Dark of the Moon,2011,"Action, Science Fiction, Adventure",6.3,"$195,000,000.00","$1,123,794,079.00"
Juno,2007,"Comedy, Drama, Romance",7.5,"$7,500,000.00","$232,372,681.00"
A Hologram for the King,2016,"Comedy, Drama",6.1,"$30,000,000.00","$9,169,507.00"
Money Monster,2016,"Thriller, Drama",6.5,"$27,000,000.00","$93,282,604.00"
The Other Woman,2014,"Comedy, Romance",6.0,"$40,000,000.00","$196,800,000.00"
Enchanted,2007,"Comedy, Family, Fantasy, Romance",7.1,"$85,000,000.00","$340,487,652.00"
The Intern,2015,Comedy,7.1,"$35,000,000.00","$194,564,672.00"
Little Miss Sunshine,2006,"Comedy, Drama",7.8,"$8,000,000.00","$100,523,181.00"
Bleed for This,2016,Drama,6.8,"$6,000,000.00","$6,174,491.00"
Clash of the Titans,2010,"Adventure, Fantasy, Action",5.8,"$125,000,000.00","$493,214,993.00"
The Finest Hours,2016,"Action, Drama, History, Thriller",6.8,"$80,000,000.00","$52,099,090.00"
Tron,1982,"Science Fiction, Action, Adventure",6.8,"$17,000,000.00","$33,000,000.00"
The Hunger Games: Catching Fire,2013,"Adventure, Action, Science Fiction",7.6,"$130,000,000.00","$865,011,746.00"
The Last Airbender,2010,"Action, Adventure, Fantasy",4.2,"$150,000,000.00","$319,713,881.00"
Sex Tape,2014,Comedy,5.1,"$40,000,000.00","$126,069,509.00"
What to Expect When You're Expecting,2012,"Romance, Comedy, Drama",5.7,"$40,000,000.00","$79,700,000.00"
Moneyball,2011,Drama,7.6,"$50,000,000.00","$110,206,216.00"
Ghost Rider,2007,"Thriller, Action, Fantasy",5.2,"$110,000,000.00","$228,738,393.00"
Unbroken,2014,"Drama, War",7.2,"$65,000,000.00","$163,400,000.00"
Immortals,2011,"Fantasy, Action, Drama",6.0,"$75,000,000.00","$226,904,017.00"
Sunshine,2007,"Drama, Science Fiction, Thriller",7.3,"$50,000,000.00","$34,800,000.00"
Brave,2012,"Animation, Adventure, Comedy, Family, Action, Fantasy",7.2,"$185,000,000.00","$539,000,000.00"
Män som hatar kvinnor,2009,"Drama, Thriller, Crime, Mystery",7.8,"$13,000,000.00","$109,421,911.00"
The Drop,2014,"Drama, Crime",7.1,"$12,600,000.00","$19,054,534.00"
She's the Man,2006,"Comedy, Romance",6.4,"$20,000,000.00","$33,900,000.00"
Daddy's Home,2015,Comedy,6.1,"$50,000,000.00","$242,786,137.00"
Let Me In,2010,"Drama, Horror, Mystery",7.2,"$20,000,000.00","$24,145,613.00"
Never Back Down,2008,"Drama, Action",6.6,"$20,000,000.00","$41,627,431.00"
Grimsby,2016,"Action, Comedy",6.2,"$35,000,000.00","$28,000,000.00"
Moon,2009,"Science Fiction, Drama",7.9,"$5,000,000.00","$9,760,104.00"
Megamind,2010,"Animation, Action, Comedy, Family, Science Fiction",7.3,"$130,000,000.00","$321,885,765.00"
Gangster Squad,2013,"Crime, Drama, Action, Thriller",6.7,"$60,000,000.00","$105,200,000.00"
Blood Father,2016,"Action, Thriller, Drama",6.4,"$13,000,000.00","$6,903,033.00"
He's Just Not That Into You,2009,"Comedy, Romance, Drama",6.4,"$40,000,000.00","$178,866,158.00"
Winter's Bone,2010,"Drama, Mystery",7.2,"$2,000,000.00","$13,831,503.00"
Horrible Bosses,2011,"Comedy, Crime",6.9,"$35,000,000.00","$209,838,559.00"
Mommy,2014,Drama,8.1,"$4,900,000.00","$3,494,070.00"
Hellboy II: The Golden Army,2008,"Fantasy, Adventure, Action",7.0,"$85,000,000.00","$160,388,063.00"
Beautiful Creatures,2013,"Fantasy, Drama, Romance",6.2,"$60,000,000.00","$60,052,138.00"
The Lovely Bones,2009,"Fantasy, Drama",6.7,"$65,000,000.00","$93,600,000.00"
The Assassination of Jesse James by the Coward Robert Ford,2007,"Drama, Western",7.5,"$30,000,000.00","$14,711,793.00"
Bastille Day,2016,Action,6.3,"$20,000,000.00","$14,397,593.00"
Free State of Jones,2016,"Action, Drama, History, War",6.9,"$50,000,000.00","$25,035,950.00"
Mr. Right,2016,"Comedy, Action, Romance, Crime",6.3,"$8,000,000.00","$34,694.00"
The Secret Life of Walter Mitty,2013,"Adventure, Comedy, Drama, Fantasy",7.3,"$90,000,000.00","$188,133,322.00"
Dope,2015,"Crime, Drama, Comedy",7.3,"$7,000,000.00","$17,986,781.00"
Underworld Awakening,2012,"Fantasy, Action, Horror",6.4,"$70,000,000.00","$160,112,671.00"
Antichrist,2009,"Drama, Horror, Thriller",6.6,"$11,000,000.00","$7,413,863.00"
Friday the 13th,2009,"Horror, Thriller",5.6,"$19,000,000.00","$91,509,154.00"
Total Recall,2012,"Action, Science Fiction, Thriller",6.3,"$125,000,000.00","$198,800,000.00"
X-Men: The Last Stand,2006,"Adventure, Action, Science Fiction, Thriller",6.7,"$210,000,000.00","$459,359,555.00"
Night at the Museum: Secret of the Tomb,2014,"Adventure, Comedy, Fantasy, Family",6.2,"$127,000,000.00","$363,204,635.00"
Love & Other Drugs,2010,"Drama, Comedy, Romance",6.7,"$30,000,000.00","$102,800,000.00"
The Interview,2014,"Action, Comedy",6.6,"$44,000,000.00","$12,342,632.00"
WALL·E,2008,"Animation, Family, Science Fiction",8.4,"$180,000,000.00","$521,311,860.00"
Knocked Up,2007,"Comedy, Romance, Drama",7.0,"$30,000,000.00","$219,900,000.00"
Source Code,2011,"Thriller, Science Fiction, Mystery",7.5,"$32,000,000.00","$147,332,697.00"
Lawless,2012,"Crime, Drama, Western",7.3,"$26,000,000.00","$55,404,207.00"
Unfriended,2014,"Horror, Mystery, Thriller",5.6,"$1,000,000.00","$62,900,000.00"
American Reunion,2012,Comedy,6.7,"$50,000,000.00","$234,989,584.00"
The Pursuit of Happyness,2006,Drama,8.0,"$55,000,000.00","$307,077,295.00"
Relatos salvajes,2014,"Drama, Thriller, Comedy",8.1,"$4,000,000.00","$31,478,893.00"
Gran Torino,2008,Drama,8.2,"$33,000,000.00","$270,000,000.00"
Burnt,2015,Drama,6.6,"$20,000,000.00","$36,606,743.00"
Sleeping Beauty,1959,"Fantasy, Animation, Romance, Family",5.3,"$6,000,000.00","$51,600,000.00"
Vampire Academy,2014,"Comedy, Action, Fantasy",5.6,"$30,000,000.00","$15,391,979.00"
Sweeney Todd: The Demon Barber of Fleet Street,2007,"Drama, Horror",7.4,"$50,000,000.00","$152,000,000.00"
Insidious,2011,"Horror, Thriller",6.8,"$1,500,000.00","$100,106,454.00"
Popstar: Never Stop Never Stopping,2016,"Comedy, Music",6.7,"$20,000,000.00","$9,500,000.00"
Public Enemies,2009,"Crime, History, Drama",7.0,"$100,000,000.00","$214,104,620.00"
Boyhood,2014,Drama,7.9,"$4,000,000.00","$48,137,666.00"
Teenage Mutant Ninja Turtles,2014,"Science Fiction, Action, Adventure, Comedy",5.9,"$125,000,000.00","$485,000,000.00"
Eastern Promises,2007,"Thriller, Crime, Mystery",7.7,"$51,500,000.00","$56,106,607.00"
Pineapple Express,2008,"Action, Comedy, Crime",7.0,"$27,000,000.00","$101,624,843.00"
The First Time,2012,"Drama, Comedy, Romance",6.9,"$2,000,000.00","$92,654.00"
Gone Baby Gone,2007,"Crime, Drama, Mystery",7.7,"$19,000,000.00","$34,600,000.00"
The Heat,2013,"Action, Comedy, Crime",6.6,"$43,000,000.00","$158,674,180.00"
L'avenir,2016,Drama,7.1,"$2,100,000.00","$282,382.00"
Anna Karenina,2012,"Drama, Romance, History",6.6,"$40,600,000.00","$68,929,150.00"
Regression,2015,"Horror, Mystery, Thriller",5.7,"$20,000,000.00","$17,671,101.00"
